1,206907.5455,206874.2222,216992.4
2,206938.7273,206152.5556,214375.1667
3,206885,206262.3,213218.5714
4,206914.5455,206152.5556,211015.625
5,207050.5455,206991,208560.8889
6,207075.1818,205950.1111,210065.5714
7,206885,205631.7,210039.5556
8,206895.8182,207433.4,211231.3333
9,206938.4545,206572,207145.4
10,207089,206117,207840.3333
11,206884.5455,207183.2,206939.6
12,207077.4545,207222.9,208504.6
13,206500.4545,207225,209020.5
14,207048.7273,207446.1,206779.5556
15,207130.1818,207037.5455,208125.4
16,206970.2727,206409.2222,207100.1111
17,206972.1818,206276.8,206934.2222
18,206584.1818,207433.4545,207977.1
19,207060.3636,206816.1,207656.4545
20,206963.0909,207192.1818,207496.3636
21,206641.1818,206679.8182,206887.8
22,206642.6364,206163.9,206876.5
23,206980.9091,206245.2,208386.3
24,207058.7273,206818.7273,208470.8
25,207356.5455,207076.5455,207586.8182
26,206874.4545,206959.4545,207725.6364
27,207324.1818,207143.6364,207588.9091
28,207148,207279.0909,207878.7273
29,207119.4545,207123.1818,207536.2727
30,207461.0909,207455,208170.6364
31,207245.7273,207331.3,208241.1
32,207376.3636,207469.9091,207756.6364
33,207322,207515.5455,209794.4545
34,207133.0909,207678.5455,207893.8182
35,207504.1818,207538.9091,207362.6364
36,207187.1818,207572.1818,207605.6364
37,208080.9091,207640.6364,208122.3636
38,208307.2727,208331.0909,208564.8
39,207157.3636,208124.9091,207891
40,207430.8182,208173.1818,208622.5455
41,208034,207564.2727,207789
42,207908.4545,207574.9091,208035.0909
43,207711.8182,208273.6364,208554.8
44,207967.7273,208082,208149
45,208280.6364,208279.9091,208324.6364
46,209462.0909,208154.7778,209393.2727
47,208601.5455,208747.7273,208593.9091
48,208511.7273,208365.0909,208760.3636
49,208763.3636,209220.7273,209066.3636
50,208822.2727,208950,209700.4545
51,207533.2,208874.7273,208686.9091
52,208737.0909,209281.3636,208752.2727
53,209283.4545,208966.3636,209439.0909
54,209270.9091,210292,209218.1
55,210699.1818,209120.6364,208864.8182
56,208997.3636,209612.4545,208561
57,211635.4545,210136.4545,209312.9091
58,209514.7273,210167.9091,209450.5455
59,210319.7273,209734.0909,209812.3636
60,210137.5455,210186.1818,210340.5455
61,211092.4,210944.8182,211174.4545
62,211149.9091,210830.5455,211151.1818
63,211351.7273,213237.1818,211077.0909
64,212342.2,211816,211651.8182
65,211821,211611.9091,211530.2727
66,212458.9091,212432.8182,211734.5455
67,213000.9,212822.5455,212126.4545
68,213095.6364,212986.6,213335.9091
69,213094.0909,213874.0909,212819.0909
70,213278.6364,213613.3636,213658
71,216286,215804.8182,214661.6364
72,214933.4545,215557.3,215536.8182
73,215755.6364,215433.6364,215929.4545
74,217048.9091,216102.3636,216316.3636
75,216190.6364,216582.3636,216335.8182
76,217416.3636,216617.4545,216926.8182
77,225130.6364,217827.6364,217396.7273
78,218027.8,218109.5455,218144.5455
79,218837.2,217984.6364,218101.6364
80,218828.8182,218544.9091,218696
81,226420.8182,219094.7273,218782.7273
82,219594.4545,223194.3636,219458
83,220265.0909,228105.0909,219966.6364
84,227775.2727,221016.2727,221825.6364
85,222700.7,226716,
86,223499.3333,230024.1818,
87,224496.8,232734,
88,232591,224267.2222,
89,229617.4444,229460.4,
90,239507.5556,230291.5,
91,234039.2222,234906.3,
92,260619.125,250671.8182,
93,273769.7778,271015.7778,
94,294786.125,290717.5,
95,306632,307907.8,
96,309133,,