1,0.9848371337,0.9823061437,0.9736644308
2,0.9832536679,0.9792224405,0.9739404153
3,0.9832411169,0.9799506682,0.9747697104
4,0.983671191,0.9821188726,0.9744434021
5,0.9833030632,0.9814461794,0.9766443809
6,0.983256255,0.9799669807,0.9756723587
7,0.983668729,0.9810482626,0.9778638121
8,0.9835873455,0.9821632284,0.9792798176
9,0.9836878979,0.9809664935,0.9776510675
10,0.9833609357,0.981948941,0.9789768788
11,0.9833673294,0.9820633837,0.9784614241
12,0.9841799733,0.9818223862,0.9785753296
13,0.9832358025,0.9818163333,0.9799961956
14,0.984161696,0.983029798,0.9791846367
15,0.9841866246,0.9823954468,0.9819853879
16,0.9836622616,0.9822294135,0.9794651044
17,0.984576995,0.983450943,0.9797557753
18,0.9832329777,0.9826718601,0.9791908024
19,0.9837984293,0.9832634947,0.9817108443
20,0.9840314164,0.9845311594,0.9809980363
21,0.9841293962,0.9842184586,0.982182252
22,0.9840999282,0.9841866367,0.9826212976
23,0.9839745204,0.9843883531,0.9821013904
24,0.9845520953,0.9838270668,0.9831352048
25,0.9841900595,0.9845464092,0.9832223168
26,0.9846431443,0.9835179204,0.9820700227
27,0.984150382,0.9848222264,0.9829046368
28,0.984060232,0.9842446969,0.9825146114
29,0.9845240975,0.9840658447,0.9830428429
30,0.9842325751,0.9842088793,0.9833773685
31,0.9840691796,0.9839760738,0.982586973
32,0.9842421886,0.9835443302,0.9834755719
33,0.983650368,0.9844485959,0.9831745961
34,0.9840025283,0.9837265374,0.9826519847
35,0.9841378992,0.9844180371,0.9838257212
36,0.9841165561,0.9848062461,0.9829074683
37,0.9847705841,0.9840637113,0.9837986307
38,0.9841325608,0.9845252365,0.983059105
39,0.9840651814,0.9833743922,0.983865441
40,0.984790815,0.9841066292,0.982875784
41,0.9840545782,0.9846011989,0.983073334
42,0.9841657641,0.9839884322,0.9839908998
43,0.9840927662,0.9846520529,0.9842732038
44,0.9838159115,0.9843671725,0.9848524861
45,0.9843936581,0.9837900128,0.9838776215
46,0.9840917562,0.9834285957,0.9841091533
47,0.9843766151,0.9836956893,0.984474347
48,0.9848455554,0.9841159556,0.9836324186
49,0.9840274051,0.9844530007,0.9847778402
50,0.9834605116,0.9843113197,0.9837231766
51,0.9845107273,0.9846904681,0.9847812653
52,0.983272182,0.9842461679,0.9840265609
53,0.9828907245,0.9843742309,0.9843514093
54,0.9839854395,0.9842831292,0.9843429733
55,0.9835347858,0.9846737855,0.9846947925
56,0.9843695661,0.9837083265,0.9842736399
57,0.9842876217,0.9841358562,0.9843533766
58,0.9844650053,0.9844452988,0.9842422508
59,0.9847015314,0.9837059002,0.9843511834
60,0.9839758715,0.9843892026,0.9843646755
61,0.9843254593,0.9835330732,0.9845901074
62,0.9840222754,0.9836115332,0.9849119112
63,0.9843191537,0.9841218442,0.9846583805
64,0.9839397407,0.9843023899,0.9840134472
65,0.984230512,0.9840224601,0.9843044741
66,0.9833011007,0.983503542,0.9842729932
67,0.9840226249,0.9843393546,0.9846485809
68,0.9824056981,0.9839344104,0.9842422744
69,0.9828039522,0.9843551385,0.98376132
70,0.9843415369,0.9837564152,0.9845697819
71,0.984013198,0.9836505172,0.9841801795
72,0.983842826,0.9831553315,0.9843388113
73,0.9831241332,0.98307239,0.9842829753
74,0.9809361483,0.9835750489,0.9842844392
75,0.983707527,0.9832325782,0.9842325084
76,0.9823566799,0.9839298473,0.983806568
77,0.9832572919,0.9822684203,0.9841507214
78,0.9818605182,0.9829376776,0.9845640777
79,0.9836438641,0.9832120648,0.9842137727
80,0.982475476,0.9831131193,0.9841965101
81,0.9832157986,0.9821677623,0.9841251889
82,0.9831397309,0.9827266823,0.9841012019
83,0.9819935599,0.9836437666,0.9842669613
84,0.9819625256,0.9832527744,0.9841608289
85,0.9813817187,0.9829004285,0.9845422242
86,0.9829867801,0.9818531041,
87,0.9804741378,0.9825751554,
88,0.9792581007,0.9821155226,
89,0.980268537,0.9818318962,
90,0.9818622038,0.9825674704,
91,0.9803755143,0.982414673,
92,0.9789194396,0.9826466543,
93,0.9800938956,0.9818582788,
94,0.9798417937,0.981270323,
95,0.9786056593,0.9820359139,
96,0.9797345206,0.9822150769,
,0.9787437013,0.9812918556,
,0.9777501509,0.9814075104,
,0.9767268299,0.9817194684,
,0.977170976,0.9821411435,
,0.9827626494,0.9882975559,