1,205901,205901,205901,205901,205901
2,205901,206150,205901,205901,205901
3,205901,205901,205901,205901,205901
4,206150,205901,205901,205901,205901
5,205901,205901,205901,205901,205901
6,205901,205901,206413,205901,205901
7,206150,205901,206413,205901,205901
8,205901,205901,205901,205901,205901
9,206150,205901,205901,205901,205901
10,206413,206150,205901,205901,205901
11,206150,205901,205901,205901,205901
12,206150,206413,205901,205901,205901
13,205901,206150,205901,205901,205901
14,205901,206150,205901,205901,205901
15,206413,206150,206150,205901,206413
16,206150,206150,205901,205901,206413
17,205901,207446,205901,205901,205901
18,206150,206150,206150,206413,205901
19,206150,206150,205901,205901,205901
20,207446,205901,205901,205901,205901
21,205901,206413,206413,205901,205901
22,206413,206150,206150,205901,206413
23,206150,206150,206413,206150,205901
24,206150,206413,206150,206150,205901
25,206157,206150,206413,205901,205901
26,207446,206413,206413,206413,205901
27,206413,206157,206150,206150,205901
28,206286,207733,206150,205901,205901
29,206286,207733,207446,205901,205901
30,207588,206413,205901,205901,205901
31,206286,206150,206150,205901,205901
32,207588,205901,206157,205901,206413
33,207588,206286,206150,205901,206413
34,208746,207733,206157,205901,205901
35,207879,208746,206150,205901,206413
36,207879,207446,206150,205901,206413
37,209114,206157,206150,206150,205901
38,209482,206413,206157,206150,205901
39,209114,206413,206150,205901,205901
40,207446,207446,206157,206150,205901
41,207446,209114,206413,205901,206413
42,211841,206413,205901,206150,205901
43,211841,207588,206413,205901,206413
44,211419,208746,206157,206413,205901
45,210794,207446,206150,205901,205901
46,214139,208746,206286,206413,206413
47,214139,208068,207446,206413,205901
48,212429,208116,206157,206150,205901
49,211908,209114,207588,206150,206413
50,214536,209114,206150,205901,205901
51,215207,215752,209114,206413,205901
52,215486,211419,206413,206413,205901
53,215075,211419,206157,206413,205901
54,216001,210280,206286,206150,205901
55,216282,214536,209114,205901,205901
56,216091,211419,207733,206413,205901
57,216205,215960,207733,206150,206413
58,216359,214139,209114,206150,205901
59,216496,212695,210777,206150,206413
60,217185,215752,209114,205901,206413
61,216712,216001,209114,206157,205901
62,217564,216205,209482,206150,205901
63,218814,216337,208746,207446,205901
64,217127,216421,209114,205901,206413
65,222323,216091,211788,206150,205901
66,223731,216755,215867,206413,205901
67,222323,216468,211908,206413,206413
68,220994,217185,211908,206150,205901
69,226301,217185,215867,206157,205901
70,226437,217051,215187,206150,206413
71,223960,217185,211908,206150,206413
72,224093,220738,212695,206413,205901
73,227083,218569,216205,207446,205901
74,231082,222323,216091,206150,206413
75,227867,223581,216337,206150,205901
76,277353,221134,216496,207879,206150
77,297836,224093,217185,206157,205901
78,306768,224886,216755,206150,205901
79,274422,224093,216755,208746,206413
80,309133,226437,218424,206413,206413
81,,226559,218569,206413,205901
82,,236622,217185,209114,206413
83,,231210,223581,211419,206413
84,,278018,220606,209114,206413
85,,309133,221134,206157,205901
86,,312006,223767,208746,206413
87,,,223767,207733,206413
88,,,224093,209114,206413
89,,,224886,211788,205901
90,,,226438,209114,206150
91,,,231210,211568,206413
92,,,231210,211841,206413
93,,,298098,211841,206413
94,,,308072,216091,206413
95,,,309133,216337,206413
96,,,,218040,206413
,,,,217185,211419
,,,,220606,207733
,,,,230438,215187